,id,name,language,pull_requests,size,contributors,age,contributor_xp,pr_points
0,40963709,cookpete/react-player,JavaScript,160,9099,128,3088,6.68,6.799
0,1834386,jakesgordon/javascript-state-machine,JavaScript,13,1616,8,2336,1.415,4.127
0,9004802,phpspec/prophecy,PHP,245,833,105,3969,5.452,16.837
0,160466659,DataV-Team/DataV,Vue,9,3158,7,1674,1.367,2.287
0,122728925,terkelg/prompts,JavaScript,105,8698,59,2159,2.216,9.348
0,90433420,MorvanZhou/Reinforcement-learning-with-tensorflow,Python,8,438,6,1910,1.317,3.186
0,173333035,qubvel/segmentation_models.pytorch,Python,103,6235,46,1647,2.562,9.166
0,13597334,shipshapecode/tether,JavaScript,1101,8936,60,3764,4.145,15.699
0,235434204,benbusby/whoogle-search,Python,24,2512,117,229,2.933,5.013
0,206874323,imsnif/bandwhich,Rust,66,5308,43,273,3.988,9.656
0,33041626,hardikvasa/google-images-download,Python,40,260,31,1494,2.491,4.939
0,131236938,drogonframework/drogon,C++,892,5423,128,2112,1.664,26.814
0,148892884,vueComponent/ant-design-vue-pro,Vue,81,6775,49,1412,2.456,5.091
0,1714160,NaturalNode/natural,JavaScript,319,13888,122,4595,3.063,9.32
0,5627682,serbanghita/Mobile-Detect,PHP,100,4228,92,3782,3.11,4.148
0,3476845,JamesNK/Newtonsoft.Json,C#,309,26412,108,4309,4.866,10.522
0,4090287,paulmillr/chokidar,JavaScript,210,1753,104,4305,1.991,17.315
0,64519183,logaretm/vee-validate,TypeScript,525,23000,327,1572,4.601,10.851
0,32219142,chimurai/http-proxy-middleware,TypeScript,206,3477,31,3225,2.136,11.722
0,6810140,gleitz/howdoi,Python,152,27738,70,4061,4.064,4.616
0,31829770,PatrickJS/MFE-starter,JavaScript,394,3810,178,3135,2.206,12.234
0,40092232,mas-cli/mas,Swift,133,2868,41,2104,3.897,10.846
0,75890962,bailicangdu/vue2-happyfri,JavaScript,5,5373,6,752,1.131,1.986
0,648414,jquery-validation/jquery-validation,JavaScript,168,8172,198,4852,2.917,7.413
0,34268496,leecade/react-native-swiper,JavaScript,120,9567,69,1910,2.244,4.115
0,80039696,gcanti/fp-ts,TypeScript,718,23119,124,2559,4.4,20.461
0,10154151,FredrikNoren/ungit,JavaScript,640,21116,87,3915,3.536,12.984
0,13622189,tariqbuilds/linux-dash,JavaScript,168,4694,82,2348,2.737,6.864
0,6936773,php-fig/log,PHP,34,67,27,3148,3.042,4.999
0,102987907,react-static/react-static,JavaScript,530,37809,221,1692,5.264,9.963
0,4030574,ksky521/nodeppt,JavaScript,41,26167,30,3095,2.669,2.571
0,175176201,alexfoxy/lax.js,JavaScript,13,5080,14,657,2.086,2.142
0,43599889,typestack/class-validator,TypeScript,134,5669,106,2624,2.703,7.54
0,43225113,mikefarah/yq,Go,262,10921,90,3055,4.704,8.643
0,123732482,reduxjs/redux-toolkit,TypeScript,672,26927,316,2167,6.583,10.906
0,44402056,electron/electron-api-demos,HTML,260,5674,52,2558,3.304,19.036
0,342637264,fullstackhero/blazor-starter-kit,C#,100,3072,33,512,2.563,10.93
0,35313328,armink/EasyLogger,C,28,3666,18,2977,2.022,3.709
0,37480795,IFTTT/RazzleDazzle,Swift,7,2763,8,519,1.868,2.122
0,1052675,craftyjs/Crafty,JavaScript,69,7738,91,900,4.521,6.945
0,137104789,jamesmh/coravel,C#,118,3173,25,2063,2.656,9.719
0,47656654,HunterLarco/voxel.css,CSS,9,3709,8,107,1.48,3.272
0,47781142,xmartlabs/XLActionController,Swift,42,8991,17,2150,3.176,8.134
0,5198123,burke/zeus,Go,146,2048,54,4088,2.6,5.122
0,148402802,phoenixframework/phoenix_live_view,Elixir,1019,12822,451,1631,5.074,22.259
0,41258890,dthree/vorpal,JavaScript,64,983,29,1022,3.193,5.619
0,120715537,sindresorhus/modern-normalize,TypeScript,12,272,13,1058,1.405,3.145
0,114846052,WebStackPage/WebStackPage.github.io,CSS,10,17869,9,1963,1.652,3.288
0,17517521,auth0/java-jwt,Java,212,1451,53,3622,2.714,7.599
0,58774373,icloud-photos-downloader/icloud_photos_downloader,Python,199,36200,31,2819,1.942,9.16
0,229293658,creativetimofficial/tailwind-starter-kit,CSS,6,33159,13,440,1.786,2.68
0,28131918,jakearchibald/svgomg,JavaScript,24,6091,25,2456,2.674,3.18
0,32727687,mysticatea/npm-run-all,JavaScript,27,441,20,1534,2.55,6.997
0,2808651,leongersen/noUiSlider,TypeScript,93,2525,69,4224,3.483,7.343
0,20232642,schneiderandre/popping,Objective-C,3,392,1,428,0.5,2.094
0,59643097,Ramotion/expanding-collection,Swift,15,31962,17,734,1.764,2.584
0,68197895,crazycodeboy/react-native-splash-screen,Java,48,3912,40,1909,2.164,11.204
0,36229979,MicheleBertoli/css-in-js,JavaScript,55,582,37,1172,3.342,8.178
0,66913302,reorx/httpstat,Python,9,355,6,2477,1.35,4.423
0,133092972,nodejs/undici,JavaScript,287,8282,224,1035,5.818,31.087
0,256184861,rrousselGit/riverpod,Dart,567,30042,207,1391,6.866,14.89
0,105677687,alangpierce/sucrase,TypeScript,410,18882,38,1196,1.815,27.161
0,33916850,spatie/laravel-medialibrary,PHP,376,8680,318,2369,4.832,7.396
0,1252864,nelhage/reptyr,C,67,353,39,4617,1.887,5.65
0,166071450,wzpan/wukong-robot,Python,24,11108,17,1839,1.221,5.625
0,28930512,hound-search/hound,JavaScript,113,3285,81,2232,2.76,7.786
0,28564207,niieani/bash-oo-framework,Shell,23,676,12,1585,1.421,3.9
0,150354367,Meituan-Dianping/Logan,C,57,21196,23,1840,3.024,4.368
0,25216588,fluentpython/example-code,Python,6,12950,6,2439,1.052,3.007
0,6584365,MikeMcl/big.js,JavaScript,26,2762,23,3483,1.658,6.078
0,56251096,ethereum/web3.py,Python,1218,28393,222,2566,5.141,57.395
0,34023916,microsoft/WPF-Samples,C#,110,19389,56,2217,4.764,5.368
0,249688385,saurabhdaware/text-to-handwriting,HTML,38,1729,27,473,2.22,4.902
0,13129587,jagenjo/litegraph.js,JavaScript,144,29536,64,3721,2.871,17.269
0,123254500,webpack-contrib/mini-css-extract-plugin,JavaScript,317,9651,70,2168,3.812,13.871
0,3165783,nsf/termbox-go,Go,87,376,54,3679,2.316,6.552
0,25670446,tomchentw/react-google-maps,JavaScript,140,11332,61,1168,2.462,12.06
0,36187165,jariz/vibrant.js,CoffeeScript,5,925,7,696,1.455,2.779
0,60117259,swimlane/ngx-datatable,TypeScript,318,21049,129,2332,2.726,5.249
0,68275675,FormidableLabs/react-game-kit,JavaScript,18,2084,16,538,2.042,3.275
0,19748680,gliderlabs/logspout,Go,121,5791,73,2764,2.791,10.607
0,12830126,mozillazg/python-pinyin,Python,22,7021,21,3646,1.873,4.88
0,114829503,umputun/remark42,Go,858,28946,116,2236,2.798,25.7
0,47422110,bartonhammond/snowflake,JavaScript,39,30278,24,569,1.607,7.977
0,124765446,s0md3v/AwesomeXSS,JavaScript,6,3642,5,1786,1.133,2.825
0,42832234,mamaral/Neon,Swift,16,14088,11,777,1.907,5.818
0,79775156,jcjohnson/pytorch-examples,Python,5,63,5,889,1.271,1.605
0,119014048,Lyken17/pytorch-OpCounter,Python,19,177,17,1685,2.262,4.237
0,77689140,thoas/go-funk,Go,82,326,47,2187,3.367,11.808
0,136181543,qubvel/segmentation_models,Python,43,1863,13,681,1.545,3.588
0,112751115,naganandy/graph-based-deep-learning-literature,Jupyter Notebook,13,13616,11,2125,1.648,2.173
0,164380611,instillai/deep-learning-roadmap,Python,2,12843,3,15,1.103,1.6
0,34196200,keithwhor/nodal,JavaScript,87,1479,22,2374,2.456,5.333
0,242956320,notion-enhancer/notion-enhancer,JavaScript,12,14873,32,229,2.042,4.354
0,46131737,kdzwinel/betwixt,JavaScript,12,4876,5,1133,1.346,4.877
0,215404927,kellyjonbrazil/jc,Python,101,14494,38,1574,2.018,16.166
0,101684931,ApoorvSaxena/lozad.js,JavaScript,91,6058,32,1962,2.757,11.004
0,9779017,fideloper/TrustedProxy,PHP,57,161,25,3047,1.972,7.046
0,76567547,surmon-china/vue-quill-editor,JavaScript,15,643,13,1183,1.366,3.376
0,94593596,etcd-io/bbolt,Go,290,2084,186,2368,10.852,17.844
0,119822304,sindresorhus/Gifski,Swift,101,21743,14,1086,1.199,16.22
0,111738332,final-form/react-final-form,JavaScript,234,7574,116,1213,4.102,6.139
0,40806530,sindresorhus/np,JavaScript,160,1001,83,1960,2.689,17.286
0,167459852,github/personal-website,HTML,46,911,34,115,1.992,6.682
0,544208,ajenti/ajenti,Python,175,38552,21,5020,1.483,8.864
0,1602811,fluent-ffmpeg/node-fluent-ffmpeg,JavaScript,131,8961,83,4597,2.77,12.512
0,15921313,release-it/release-it,JavaScript,131,6495,94,3332,3.514,20.03
0,708775091,louislam/dockge,TypeScript,86,715,60,90,2.175,6.696
0,20556335,bayesian-optimization/BayesianOptimization,Python,80,32493,32,3517,2.023,9.765
0,15046172,stefanpenner/es6-promise,JavaScript,124,900,75,2018,5.303,5.853
0,255231293,karpathy/micrograd,Jupyter Notebook,1,248,2,2,1.0,0.8
0,16549503,github/scientist,Ruby,70,202,52,2770,2.585,7.365
0,555374,dahlbyk/posh-git,PowerShell,298,2958,97,4727,4.471,8.844
0,7039626,olivere/elastic,Go,19,8572,102,2396,2.669,4.777
0,136463760,electron/fiddle,TypeScript,582,16934,69,1314,3.917,24.155
0,26018608,github-changelog-generator/github-changelog-generator,Ruby,358,2305,93,3370,4.422,16.139
0,64878964,fchollet/deep-learning-models,Python,2,45,2,223,1.0,1.6
0,669174,DataTables/DataTables,CSS,53,14125,23,3749,1.405,10.246
0,77071207,laravel/tinker,PHP,36,229,33,2391,2.331,5.359
0,12502664,forhappy/Cplusplus-Concurrency-In-Practice,C++,4,1398,4,409,1.258,2.933
0,35451268,jdan/tota11y,JavaScript,66,3055,21,2928,1.866,7.107
0,32304121,domaindrivendev/Swashbuckle.AspNetCore,C#,346,4480,169,2800,4.232,13.851
0,25975629,evil-icons/evil-icons,JavaScript,12,27605,11,2104,2.391,3.282
0,69470049,surmon-china/videojs-player,TypeScript,20,1787,12,716,1.389,4.538
0,31560300,daattali/beautiful-jekyll,HTML,174,7019,84,3246,4.578,15.206
0,85459264,ohmybash/oh-my-bash,Shell,159,3960,105,2496,6.722,13.569
0,52897468,kazzkiq/balloon.css,CSS,30,1186,24,1718,2.148,8.078
0,19173633,PeterDing/iScript,Python,5,1142,5,1199,1.28,2.319
0,136332816,tychxn/jd-assistant,Python,4,6998,3,609,1.308,2.011
0,379916997,micro-zoe/micro-app,CSS,10,8858,30,502,2.128,3.047
0,4975026,AliSoftware/OHHTTPStubs,Objective-C,94,1996,57,4202,2.758,7.491
0,138615634,iorate/ublacklist,TypeScript,94,16738,39,2035,1.971,14.77
0,13344397,lervag/vimtex,TeX,284,11331,157,3771,7.626,4.472
0,215689781,yangzongzhuan/RuoYi,HTML,1,11707,82,349,2.316,0.8
0,190082368,Jinxiansen/SwiftUI,Swift,12,20800,7,1463,1.548,2.679
0,178738556,teslamate-org/teslamate,Elixir,644,30634,161,1774,3.907,16.585
0,47010479,karpathy/arxiv-sanity-preserver,Python,24,984,18,1065,1.736,4.793
0,15813955,vigetlabs/blendid,JavaScript,107,2897,60,2165,2.522,4.501
0,108454049,tkipf/pygcn,Python,5,225,6,487,1.527,3.006
0,11010098,epochjs/epoch,HTML,64,2131,17,991,1.446,5.352
0,153775955,rrousselGit/provider,Dart,156,1242,85,1915,4.678,10.384
0,72867492,anders94/blockchain-demo,Pug,41,478,18,2280,1.755,6.086
0,73864802,danielgerlag/workflow-core,C#,194,2058,58,2548,3.493,21.157
0,24700171,vuejs/vue-loader,TypeScript,341,6336,24,3303,2.043,18.782
0,233568787,markmap/markmap,TypeScript,8,1167,9,1448,1.19,2.603
0,217603326,hagopj13/node-express-boilerplate,JavaScript,39,1620,16,1386,1.785,5.461
0,76425236,EduardoPires/EquinoxProject,C#,15,1664,10,1924,1.297,3.187
0,20387062,horsicq/Detect-It-Easy,JavaScript,58,11106,35,3514,2.262,6.584
0,812610,guard/guard,Ruby,338,4014,150,4528,4.106,14.378
0,9906653,ankane/chartkick,Ruby,28,2029,24,3393,1.571,4.007
0,42115933,sshahine/JFoenix,Java,117,28243,61,2196,3.447,6.291
0,12550138,PyCQA/isort,Python,39,24659,258,2597,4.568,11.437
0,22424133,muaz-khan/RecordRTC,JavaScript,62,6824,38,2413,1.55,5.799
0,47475908,sindresorhus/execa,JavaScript,206,997,53,1824,2.25,17.145
0,237914956,SuLingGG/OpenWrt-Rpi,Shell,1,1626,4,135,1.221,0.8
0,20839462,imba/imba,JavaScript,130,29201,31,3503,1.361,7.2
0,157858597,Tyrrrz/YoutubeDownloader,C#,25,1074,16,1855,1.727,3.036
0,131706958,jerry-git/learn-python3,HTML,8,1558,7,1819,1.063,1.635
0,62535969,Hironsan/BossSensor,Python,3,29659,4,849,1.253,2.217
0,5739134,b-ryan/powerline-shell,Python,126,478,67,3665,5.132,6.787
0,32787812,gsdios/SDCycleScrollView,Objective-C,8,1973,5,978,1.148,2.876
0,12004006,hanami/hanami,Ruby,407,26619,147,2778,8.537,7.34
0,14268809,FastLED/FastLED,C++,238,15195,131,3711,3.213,8.57
0,77703410,Perfare/Il2CppDumper,C#,22,1083,20,2225,2.505,7.515
0,16875250,expressjs/session,JavaScript,49,690,112,3633,5.296,16.803
0,101052455,likedan/Awesome-CoreML-Models,Python,26,3059,13,2130,1.869,3.785
0,18981255,slap-editor/slap,JavaScript,80,1583,15,959,1.387,9.86
0,60849305,nfmcclure/tensorflow_cookbook,Jupyter Notebook,58,19794,17,1295,2.841,7.978
0,1647876,pa7/heatmap.js,JavaScript,19,1732,21,2113,1.323,5.29
0,54828252,agronholm/apscheduler,Python,81,5474,41,2871,2.36,5.392
0,56101366,gothinkster/react-redux-realworld-example-app,JavaScript,26,540,16,1973,1.729,3.659
0,17486281,pagekit/pagekit,PHP,43,16759,42,230,3.394,7.529
0,12386312,filamentgroup/tablesaw,JavaScript,35,4049,22,1929,1.735,7.052
0,100404920,vi3k6i5/flashtext,Python,13,447,5,991,1.308,4.346
0,14640245,dieulot/instantclick,JavaScript,7,321,7,651,1.601,2.921
0,15463953,duilib/duilib,C++,34,22966,22,2344,2.455,3.539
0,134992035,wei/pull,JavaScript,184,5196,12,1975,2.494,20.2
0,42976210,star-history/star-history,TypeScript,67,49000,40,2376,3.316,5.529
0,7812624,cferdinandi/smooth-scroll,JavaScript,129,742,19,2648,1.946,12.077
0,80848838,Tapadoo/Alerter,Kotlin,65,37084,30,1650,2.29,8.212
0,92370246,tumobi/nideshop,JavaScript,1,1491,2,113,1.0,0.8
0,3421292,hyperupcall/autoenv,Shell,70,197,43,4355,2.895,9.712
0,24478678,Rich-Harris/ramjet,JavaScript,14,6933,11,511,1.544,2.343
0,112821105,yujiosaka/headless-chrome-crawler,JavaScript,208,1607,7,1058,1.884,18.755
0,32005403,ecomfe/fontmin,JavaScript,11,29617,11,2375,1.95,3.366
0,55814200,mholt/archiver,Go,102,427,66,2845,3.715,7.651
0,193669763,vuejs/composition-api,TypeScript,212,1679,90,787,3.856,13.058
0,3346928,chjj/tty.js,JavaScript,7,3161,4,1152,1.159,3.633
0,1121880,headjs/headjs,JavaScript,13,2127,1,1089,0.5,1.98
0,184500850,jamiebuilds/unstated-next,TypeScript,11,888,10,368,1.216,4.733
0,102487700,zedr/clean-code-python,Python,7,217,28,1628,3.621,4.388
0,25261765,go-gomail/gomail,Go,1,115,7,507,1.211,0.8
0,46802503,jenkinsci/pipeline-examples,Groovy,73,127,41,2052,4.828,8.077
0,258080286,code-hike/codehike,TypeScript,9,25523,9,196,1.399,3.92
0,10555788,maximebf/php-debugbar,PHP,264,5542,127,3884,3.763,12.224
0,286295150,antfu/vitesse,TypeScript,63,3000,103,342,2.234,7.003
0,23082332,slackhq/SlackTextViewController,Objective-C,184,16262,65,1459,4.609,10.241
0,122614397,GeekyAnts/vue-native-core,JavaScript,32,2273,15,1347,2.501,2.33
0,10652377,miniMAC/magic,SCSS,8,622,9,2323,1.414,3.268
0,191104421,any86/any-rule,TypeScript,21,3654,22,1269,1.969,4.984
0,290437899,jeessy2/ddns-go,Go,247,24679,31,1254,2.131,20.534
0,39316027,remix-run/history,JavaScript,138,3083,62,2216,1.524,3.362
0,21763822,doomemacs/doomemacs,Emacs Lisp,437,29467,364,3496,12.777,8.065
0,227978903,vueuse/vueuse,TypeScript,158,12384,459,405,2.558,6.638
0,805461,mysqljs/mysql,JavaScript,114,2682,120,4238,4.609,14.578
0,44218803,gabrielbull/react-desktop,JavaScript,58,5067,22,2032,2.092,6.915
0,111212542,VGraupera/1on1-questions,JavaScript,9,231,13,1944,3.011,3.706
0,212204036,astrit/css.gg,SCSS,5,5556,5,188,1.422,2.451
0,611921,activeadmin/activeadmin,Ruby,3285,13946,368,5045,10.894,29.349
0,93928882,swaggo/swag,Go,594,5121,204,2431,3.097,37.282
0,83434501,retejs/rete,TypeScript,17,1797,19,2224,1.464,5.597
0,43076202,hacksalot/HackMyResume,JavaScript,37,3258,13,856,1.9,9.535
0,55637575,quic-go/quic-go,Go,2152,15318,96,2863,5.235,28.861
0,1653882,thoughtbot/bourbon,Ruby,252,3142,105,3952,4.026,10.984
0,25310522,tristanhimmelman/ObjectMapper,Swift,220,1327,98,2040,3.604,15.597
0,134164777,crossoverJie/cim,Java,22,32060,7,847,1.254,4.529
0,61364083,ecomfe/vue-echarts,JavaScript,16,27460,9,1525,1.654,2.708
0,41359055,aksonov/react-native-router-flux,JavaScript,500,5682,237,2023,4.203,12.487
0,7398306,prasmussen/gdrive,Go,28,491,26,2984,2.384,2.495
0,1735515,node-schedule/node-schedule,JavaScript,110,358,49,4044,3.594,10.818
0,1272666,jshint/jshint,JavaScript,462,20208,243,3895,5.314,16.936
0,275095333,gao-sun/eul,Swift,85,2216,31,559,1.204,9.435
0,47878060,i18next/react-i18next,JavaScript,337,15437,170,2978,2.653,12.025
0,71972,tuupola/lazyload,JavaScript,16,5053,6,3232,1.153,4.534
0,28061676,jsx-eslint/eslint-plugin-react,JavaScript,1066,7482,396,3314,5.869,28.975
0,13753838,HubSpot/offline,CSS,48,1403,32,1312,2.317,6.36
0,36376183,react-toolbox/react-toolbox,JavaScript,70,13092,218,1122,2.528,7.095
0,46383222,IBAnimatable/IBAnimatable,Swift,313,26794,37,2652,2.981,9.146
0,89012427,airbnb/react-sketchapp,TypeScript,188,4428,56,1438,3.988,10.401
0,108395495,frappe/charts,JavaScript,69,7021,48,2001,4.095,5.64
0,272035489,greyireland/algorithm-pattern,Go,17,4196,13,1278,1.913,3.054
0,929845,sass/sass,TypeScript,136,1666,26,3928,2.163,6.757
0,57974334,DIYgod/DPlayer,JavaScript,370,11598,49,2818,2.564,26.715
0,24977535,dutchcoders/transfer.sh,Go,110,35056,61,2506,2.261,2.862
0,184611677,YunaiV/yudao-cloud,Java,10,37211,45,1605,1.533,2.153
0,32575637,ginuerzh/gost,Go,47,22754,34,3240,3.361,8.448
0,28628034,flarum/flarum,PHP,47,732,26,2763,2.097,5.372
0,260751863,cyrildiagne/ar-cutpaste,TypeScript,15,382,6,515,1.503,5.207
0,106279637,pqina/filepond,JavaScript,88,4282,65,2255,2.622,5.216
0,10290605,mattboldt/typed.js,JavaScript,49,5787,34,3478,2.215,3.708
0,201658460,geektutu/7days-golang,Go,7,1031,5,654,1.296,3.194
0,2281775,marcuswestin/WebViewJavascriptBridge,Objective-C,72,522,55,2264,3.978,5.395
0,219616873,charmbracelet/glow,Go,145,2889,31,1473,2.659,8.839
0,5448530,twbs/ratchet,CSS,210,16494,48,1298,2.712,3.911
0,28515839,skywind3000/kcp,C,38,562,27,3019,2.224,8.826
0,274594200,microsoft/Bringing-Old-Photos-Back-to-Life,Python,13,41892,12,759,1.703,3.578
0,22553797,getgrav/grav,PHP,3,27034,198,3369,2.734,2.267
0,51658450,BrainJS/brain.js,TypeScript,174,23894,94,2853,2.953,7.901
0,101109137,PavelDoGreat/WebGL-Fluid-Simulation,JavaScript,1,3304,1,713,0.5,0.8
0,52451887,vdumoulin/conv_arithmetic,TeX,3,5638,2,445,1.0,2.01
0,31865176,lgvalle/Material-Animations,Java,12,8692,8,433,1.514,2.828
0,16179237,Matt-Esch/virtual-dom,JavaScript,88,808,29,819,1.978,8.243
0,105262714,oauth2-proxy/oauth2-proxy,Go,633,18732,329,2309,8.826,25.208
0,62025838,DeviaVir/zenbot,HTML,301,31256,174,849,8.784,7.569
0,33200340,react-native-linear-gradient/react-native-linear-gradient,Java,166,2099,94,3080,5.318,5.767
0,55123440,soapyigu/LeetCode-Swift,Swift,283,13109,38,2478,3.716,38.013
0,5905681,benjamn/recast,TypeScript,359,4876,94,3975,2.301,10.53
0,38405292,redux-utilities/flux-standard-action,JavaScript,35,814,18,2221,2.155,5.5
0,176644153,vugu/vugu,Go,39,1057,18,1736,1.545,4.721
0,76251826,supasate/connected-react-router,JavaScript,227,3617,73,2036,2.643,10.662
0,286488508,chrisleekr/binance-trading-bot,JavaScript,128,7114,14,995,1.733,12.676
0,18467027,spotipy-dev/spotipy,Python,237,1175,163,3495,5.444,18.013
0,1924847,honza/vim-snippets,Vim Snippet,1028,2069,368,4600,6.881,24.595
0,66830040,baidu/san,JavaScript,162,9014,50,2620,2.334,8.272
0,169972846,peripheryapp/periphery,Swift,322,7602,28,1806,2.969,19.48
0,14735403,yajra/laravel-datatables,PHP,83,3356,125,3682,1.787,4.858
0,342388745,facebookresearch/Kats,Python,13,35085,67,97,3.079,3.646
0,22119747,gliderlabs/registrator,Go,99,23922,63,3343,4.107,5.714
0,8946089,ReactiveX/RxPY,Python,207,5602,82,3634,3.502,5.054
0,103791045,CryptoSignal/Crypto-Signal,Python,131,7624,17,772,3.633,8.609
0,36997653,TimOliver/TOCropViewController,Objective-C,121,8430,80,2030,2.983,12.331
0,22255647,duemunk/Async,Swift,41,573,23,2357,1.494,6.553
0,123358607,microsoft/tsdoc,TypeScript,157,5525,35,1498,2.882,23.882
0,32654500,mgechev/angular-seed,TypeScript,757,6397,160,1469,2.126,27.768
0,121651882,schollz/find3,Go,21,20689,15,811,1.156,2.518
0,7403331,es-analysis/plato,JavaScript,42,9948,26,1315,2.907,6.752
0,28693376,arasatasaygin/is.js,JavaScript,65,617,38,1952,1.967,9.935
0,338348248,benawad/dogehouse,TypeScript,42,34573,385,5,5.054,5.547
0,15452925,sjwhitworth/golearn,Go,110,27723,52,3289,5.094,11.827
0,351669095,vanilla-extract-css/vanilla-extract,TypeScript,508,7393,98,1048,2.584,29.39
0,37216840,phpDocumentor/TypeResolver,PHP,57,724,40,1836,3.239,6.687
0,17065530,facebook/chisel,Python,119,3544,50,2058,5.185,9.678
0,57182064,vercel/serve,TypeScript,249,1516,90,1867,4.872,6.733
0,216581567,super-linter/super-linter,Shell,1135,27836,217,711,3.312,42.797
0,7191565,guillaumepotier/Parsley.js,JavaScript,318,9864,210,3147,2.8,5.524
0,73475252,wix/react-native-calendars,TypeScript,457,18095,159,2585,5.05,23.441
0,16469292,dinedal/textql,Go,31,1038,24,3548,1.246,6.851
0,39166950,SwiftGen/SwiftGen,Swift,178,49837,87,1293,4.167,10.5
0,41561105,go-resty/resty,Go,190,3563,98,2962,3.364,17.365
0,13737149,marmelab/gremlins.js,JavaScript,53,4707,23,3019,1.989,2.888
0,36597039,phpDocumentor/ReflectionCommon,PHP,20,149,12,2217,2.335,4.48
0,9120526,jackc/pgx,Go,357,5020,259,3963,6.547,24.857
0,173796,humanwhocodes/computer-science-in-javascript,JavaScript,10,131,5,4190,1.068,2.698
0,127519518,projectdiscovery/subfinder,Go,177,9450,78,1812,4.897,11.4
0,140609832,seanmonstar/warp,Rust,293,1061,170,2015,4.773,12.886
0,121204738,klaudiosinani/taskbook,JavaScript,35,473,26,1672,2.19,11.717
0,71996613,blue-yonder/tsfresh,Jupyter Notebook,278,8354,84,1344,3.3,21.283
0,94897336,imgproxy/imgproxy,Go,212,36485,92,2376,2.703,10.176
0,296943592,elkowar/eww,Rust,172,3967,63,1186,2.998,6.409
0,221855328,phuocng/csslayout,MDX,197,24482,19,1468,1.616,7.953
0,49623638,hilongjw/vue-lazyload,JavaScript,67,4856,46,2663,2.99,7.325
0,649170660,Mintplex-Labs/anything-llm,JavaScript,242,34470,28,250,1.422,19.0
0,121380371,thedevs-network/kutt,TypeScript,1,3828,47,23,3.175,0.8
0,19951534,Flipboard/FLAnimatedImage,Objective-C,50,4079,29,2760,2.25,8.087
0,9210604,mgonto/restangular,JavaScript,172,2067,114,1484,5.961,15.659
0,1345495,svenstaro/genact,Rust,329,9042,28,4725,3.095,6.539
0,21486287,sahat/satellizer,TypeScript,191,6703,123,838,2.12,4.708
0,11591313,reactiveui/refit,C#,314,15417,112,2670,5.436,7.97
0,56723754,redux-observable/redux-observable,TypeScript,227,7067,94,2832,5.585,10.06
0,52760178,crazyguitar/pysheeet,Python,276,1147,37,2850,1.542,3.821
0,4445324,zsh-users/antigen,Shell,56,1819,41,1573,4.064,2.748
0,2851691,joemccann/dillinger,HTML,214,15583,103,4020,3.873,3.26
0,19130362,geerlingguy/ansible-for-devops,Python,40,490,26,3341,1.947,5.808
0,119693982,jamiebuilds/unstated,JavaScript,32,448,21,351,1.543,5.825
0,16501535,metalsmith/metalsmith,JavaScript,81,3295,46,3505,4.451,7.303
0,129852395,assimon/dujiaoka,PHP,65,19301,23,1911,2.981,5.628
0,95366680,lucasg/Dependencies,C#,19,15341,20,1598,2.855,4.184
0,194513266,voidcosmos/npkill,TypeScript,39,9450,21,1570,2.059,5.679
0,16977232,fengyuanchen/cropper,JavaScript,39,6118,26,2344,1.593,5.333
0,94218531,lanpa/tensorboardX,Python,239,5779,74,2343,3.036,16.675
0,12933501,foundation/foundation-emails,HTML,39,8865,96,2524,4.561,2.526
0,24306221,kimmobrunfeldt/progressbar.js,JavaScript,29,3684,11,2527,1.601,8.598
0,99705100,NG-ZORRO/ng-zorro-antd,TypeScript,2470,19712,245,2375,7.193,28.576
0,22234455,react-grid-layout/react-draggable,JavaScript,85,3633,61,3351,3.009,5.739
0,124084862,CodeTips/BaiduNetdiskPlugin-macOS,Objective-C,1,1324,2,0,1.0,0.8
0,11584853,myclabs/DeepCopy,PHP,30,264,28,1546,3.172,8.372
0,72039072,squeaky-pl/japronto,C,24,894,21,1240,2.999,6.016
0,29849956,node-fetch/node-fetch,JavaScript,205,1268,107,2385,4.547,9.536
0,182353393,gcla/termshark,Go,24,22261,14,1290,2.554,6.261
0,86363993,pastelsky/bundlephobia,JavaScript,1,8664,37,49,2.846,0.8
0,54308113,ybq/Android-SpinKit,Java,12,10241,10,943,1.518,4.086
0,20105255,CoderMJLee/MJExtension,Objective-C,69,2999,23,2753,2.003,7.95
0,600637,mrdoob/stats.js,JavaScript,22,32616,20,4722,1.597,5.461
0,203183673,zfile-dev/zfile,Java,4,46360,5,987,1.438,2.334
0,1333863,kaminari/kaminari,Ruby,203,1552,153,4718,7.714,17.831
0,89116094,utterance/utterances,TypeScript,224,4517,150,1755,4.349,16.12
0,246674913,pestphp/pest,PHP,167,2074,88,900,3.994,10.879
0,4128353,sass/node-sass,C++,647,25524,178,4298,5.408,7.254
0,93808874,bxcodec/go-clean-arch,Go,21,343,7,2009,1.496,8.081
0,263993730,mertJF/tailblocks,JavaScript,8,26393,7,374,1.598,1.788
0,105411913,rematch/rematch,TypeScript,305,24030,94,1024,3.666,8.671
0,5894096,mdo/code-guide,SCSS,6,432,45,524,2.352,4.8
0,83678416,xo/usql,Go,83,2543,29,2442,1.751,11.255
0,256372328,jdan/98.css,CSS,23,664,32,30,2.289,3.775
0,11474382,adrai/flowchart.js,JavaScript,39,2677,33,3796,1.713,5.278
