Unnamed: 0,name,language,pull_requests,size,contributors,age,contributor_xp1,contributor_xp2,contributor_xp3,pr_points1,pr_points2,pr_points3
0,json-iterator/go,Go,99.0,1256.0,44.0,2115,4.301,3.997,3.191,2.565,2.448,2.317
0,lewissbaker/cppcoro,C++,44.0,852.0,21.0,1992,2.573,2.422,1.822,3.134,2.938,3.274
0,yyzybb537/libgo,C++,21.0,7376.0,15.0,2072,2.119,2.023,1.659,2.814,2.862,2.896
0,gizak/termui,Go,62.0,6150.0,44.0,3282,2.617,2.579,2.267,3.992,4.042,3.818
0,tristanhimmelman/AlamofireObjectMapper,Swift,42.0,254.0,32.0,1691,3.968,3.688,2.869,4.18,3.982,4.498
0,eleev/ios-learning-materials,Swift,26.0,5959.0,9.0,1279,2.025,1.925,1.824,4.836,5.074,4.589
0,relatedcode/ProgressHUD,Swift,8.0,4942.0,5.0,3570,1.155,1.142,1.085,2.5,2.8,2.6
0,trekhleb/javascript-algorithms,JavaScript,119.0,13363.0,191.0,1843,2.138,2.033,1.684,6.305,5.139,5.817
0,naoty/Timepiece,Swift,30.0,276.0,11.0,1724,2.417,2.304,2.187,2.842,2.642,3.253
0,Touchwonders/Transition,Swift,6.0,11725.0,7.0,1329,2.014,1.956,1.7,2.192,2.288,2.132
0,OpenCombine/OpenCombine,Swift,146.0,1794.0,24.0,1591,3.362,3.143,2.446,9.548,9.292,9.187
0,blinker-iot/blinker-library,C++,568.0,4768.0,4.0,1875,1.552,1.502,1.448,12.29,10.419,14.715
0,Boris-Em/BEMCheckBox,Swift,23.0,3572.0,15.0,1856,1.671,1.613,1.463,2.864,2.52,2.679
0,shaps80/Peek,Swift,10.0,16630.0,9.0,1505,2.165,2.055,1.689,1.593,1.537,1.636
0,k4zmu2a/SpaceCadetPinball,C++,47.0,5383.0,30.0,913,2.512,2.375,1.842,2.667,2.251,2.51
0,ElaWorkshop/TagListView,Swift,41.0,381.0,35.0,2912,4.257,3.99,3.285,4.764,4.34,5.301
0,vercel/hyper,TypeScript,478.0,24105.0,260.0,2718,4.071,3.869,3.057,7.418,5.575,6.411
0,pujiaxin33/JXSegmentedView,Swift,10.0,7665.0,7.0,1110,1.484,1.438,1.25,2.331,2.223,2.305
0,suzuki-0000/SKPhotoBrowser,Swift,158.0,21162.0,77.0,2484,5.53,5.177,4.39,8.345,5.985,9.156
0,Ramotion/reel-search,Swift,7.0,7766.0,13.0,1742,2.139,2.257,2.35,1.952,2.101,1.854
0,HamzaGhazouani/HGCircularSlider,Swift,14.0,17310.0,9.0,1602,2.355,2.25,2.058,1.923,1.969,1.934
0,amirdew/CollectionViewPagingLayout,Swift,21.0,37032.0,8.0,1081,2.534,2.384,2.022,3.194,3.127,3.171
0,pmusolino/PMAlertController,Swift,17.0,1114.0,17.0,1581,3.272,3.055,2.59,2.195,2.078,1.867
0,nghialv/MaterialKit,Swift,9.0,8724.0,6.0,482,1.675,1.656,1.66,1.405,1.309,1.45
0,type-challenges/type-challenges,TypeScript,300.0,2730.0,208.0,634,5.924,5.57,3.86,2.614,2.612,2.427
0,antitypical/Result,Swift,156.0,397.0,43.0,1556,6.044,5.781,4.621,12.207,11.413,12.63
0,Yalantis/Segmentio,Swift,32.0,4189.0,22.0,1382,3.699,3.718,3.643,3.769,3.735,3.851
0,kitasuke/PagingMenuController,Swift,150.0,740.0,15.0,643,2.367,2.237,1.875,6.407,6.426,6.852
0,nativefier/nativefier,TypeScript,222.0,6372.0,130.0,2973,2.649,2.625,2.314,6.32,5.495,5.56
0,goreleaser/goreleaser,Go,1284.0,17803.0,351.0,1786,12.770090408345814,11.877419141587875,9.044551169192511,26.25632621581739,21.988943789700585,25.382464705009152
0,michaelvillar/timer-app,Swift,43.0,2465.0,13.0,1744,2.378,2.38,2.344,4.917,4.988,4.29
0,wxxsw/SwiftTheme,Swift,30.0,2693.0,17.0,2059,2.65,2.512,2.344,1.689,1.591,1.524
0,JohnSundell/Files,Swift,45.0,320.0,18.0,1382,2.921,2.747,1.987,5.134,3.924,4.67
0,dasdom/BreakOutToRefresh,Swift,9.0,3671.0,7.0,443,1.852,1.788,1.639,1.971,1.953,1.664
0,lynckia/licode,C++,883.0,26705.0,59.0,4109,7.3,6.766,5.661,18.032,15.41,12.455
0,wenyan-lang/wenyan,TypeScript,154.0,47391.0,56.0,792,2.244,2.258,2.174,5.827,4.638,5.516
0,kuroni/bongocat-osu,C++,9.0,1382.0,8.0,833,1.449,1.414,1.385,2.124,2.343,2.393
0,ytakzk/Fusuma,Swift,63.0,8082.0,38.0,1131,3.129,2.971,2.261,3.232,2.917,3.193
0,gavinbunney/Toucan,Swift,9.0,4680.0,13.0,1199,1.875,1.889,1.83,1.81,1.937,1.813
0,marmelroy/Zip,Swift,36.0,8362.0,26.0,2984,3.295,3.11,2.38,2.312,2.261,2.508
0,movie-web/movie-web,TypeScript,96.0,7624.0,113.0,961,2.623,2.604,2.728,4.337,4.153,4.347
0,thepowersgang/mrustc,C++,119.0,17059.0,50.0,3334,6.257,5.739,4.362,2.249,2.227,2.51
0,SergiusTheBest/plog,C++,28.0,706.0,26.0,3194,3.183,2.971,2.512,2.108,1.98,1.854
0,richardtop/CalendarKit,Swift,81.0,731.0,35.0,2708,3.219,3.011,2.518,6.84,5.975,8.011
0,dpayne/cli-visualizer,C++,32.0,2651.0,23.0,2427,2.677,2.514,2.029,1.922,1.879,1.972
0,AssistoLab/DropDown,Swift,22.0,812.0,21.0,2012,4.356,4.052,3.24,2.39,2.318,2.662
0,tombonez/noTunes,Swift,8.0,600.0,7.0,2316,1.975,1.899,1.729,1.876,2.063,1.812
0,mattdonnelly/Swifter,Swift,89.0,1420.0,55.0,2389,5.206,4.928,4.149,4.662,4.127,5.019
0,tid-kijyun/Kanna,Swift,74.0,479.0,36.0,3538,3.817,3.542,2.896,3.348,2.584,3.188
0,AAChartModel/AAChartKit-Swift,Swift,17.0,3695.0,11.0,2344,2.042,1.94,1.659,2.195,2.147,2.231
0,nodejs/node-addon-api,C++,119.0,2063.0,105.0,1447,6.064,6.17,5.843,5.565,4.795,6.952
0,railsware/upterm,TypeScript,288.0,7811.0,58.0,1452,5.41,4.997,3.952,8.285,7.448,8.271
0,mono0926/LicensePlist,Swift,70.0,33479.0,50.0,1610,4.217,3.937,2.883,5.258,4.374,5.81
0,richgel999/miniz,C++,86.0,1000.0,54.0,3152,3.448,3.247,3.153,5.249,4.888,5.766
0,Aloshi/EmulationStation,C++,20.0,7002.0,13.0,2229,1.95,1.858,1.812,2.1,2.095,2.322
0,David-Haim/concurrencpp,C++,18.0,1115.0,2.0,1285,0.999,1.0,1.0,3.611,3.404,3.696
0,teslamotors/react-native-camera-kit,Swift,172.0,13072.0,70.0,2742,7.015,6.83,6.896,5.286,4.834,4.398
0,reduxjs/reselect,TypeScript,164.0,4641.0,99.0,3157,7.81,7.337,5.532,6.692,6.224,6.373
0,JohnSundell/Ink,Swift,35.0,120.0,14.0,1228,1.741,1.746,1.624,4.659,4.552,4.782
0,Yalantis/DisplaySwitcher,Swift,14.0,9667.0,14.0,1921,3.417,3.487,3.463,2.729,2.712,2.772
0,wjwwood/serial,C++,68.0,1616.0,35.0,3736,3.505,3.29,2.83,3.953,3.047,4.466
0,Ramotion/navigation-stack,Swift,7.0,19787.0,13.0,598,1.598,1.587,1.481,1.234,1.207,1.186
0,nvzqz/FileKit,Swift,5.0,4878.0,9.0,37,1.988,1.909,1.874,1.925,1.913,1.843
0,charto/nbind,C++,5.0,1101.0,7.0,1600,1.52,1.47,1.326,1.611,1.697,1.671
0,yacir/CollectionViewSlantedLayout,Swift,23.0,45109.0,6.0,1347,1.959,1.866,1.69,1.712,1.683,1.741
0,ermig1979/Simd,C++,38.0,41267.0,26.0,3260,2.949,2.757,2.324,3.765,3.295,3.939
0,takuoka/TKSubmitTransition,Swift,23.0,10731.0,16.0,1580,2.583,2.533,2.221,4.332,4.099,4.646
0,Neargye/nameof,C++,24.0,713.0,10.0,2084,1.945,1.858,1.56,3.536,2.964,3.85
0,pmusolino/Wormholy,Swift,34.0,2116.0,21.0,1792,3.053,2.871,2.117,4.585,4.204,5.29
0,SpacehuhnTech/WiFiDuck,C++,20.0,5916.0,9.0,959,2.308,2.379,2.407,5.275,6.004,6.118
0,pion/webrtc,Go,1134.0,4856.0,183.0,2114,5.807,5.484,6.067,15.916,17.571,17.896
0,fogleman/primitive,Go,5.0,2348.0,6.0,1328,1.292,1.264,1.143,1.647,1.685,1.826
0,wulkano/Kap,TypeScript,329.0,24644.0,53.0,1574,2.751,2.677,2.173,14.611,13.595,11.523
0,ETLCPP/etl,C++,79.0,26076.0,106.0,3389,2.931,2.746,2.529,4.011,3.504,3.518
0,layoutBox/PinLayout,Swift,154.0,20371.0,22.0,2519,3.014,2.845,2.446,14.392,13.045,16.398
0,lucasb-eyer/pydensecrf,C++,18.0,2740.0,13.0,3034,2.396,2.272,1.85,1.269,1.214,1.126
0,GiacomoLaw/Keylogger,C++,51.0,148.0,28.0,2637,1.868,1.798,1.884,3.353,3.912,3.455
0,ionic-team/ionicons,TypeScript,51.0,28466.0,45.0,2945,4.803,4.615,4.603,4.627,3.274,5.023
0,adafruit/DHT-sensor-library,C++,34.0,257.0,33.0,4530,2.679,2.803,2.937,3.525,3.361,3.107
0,joeferner/node-java,C++,110.0,18790.0,56.0,4347,5.956,5.504,3.99,7.073,6.154,7.641
0,facebook/create-react-app,JavaScript,1658.0,25222.0,432.90146429063736,1813,4.902,4.692,3.983,13.826,11.101,13.223
0,jpsim/SourceKitten,Swift,377.0,9610.0,58.0,2606,3.917,3.67,3.132,15.681,12.511,17.935
0,cheat/cheat,Go,367.0,7719.0,143.0,3814,3.225,3.046,2.325,8.954,7.238,6.15
0,TheAlgorithms/Java,Java,1099.0,4010.0,430.0,2766,5.736,5.963,6.33,10.963,9.854,7.666
0,jordansinger/SwiftUI-Kit,Swift,30.0,5846.0,9.0,1062,2.365,2.298,1.992,3.093,3.018,3.279
0,dani-gavrilov/GDPerformanceView-Swift,Swift,6.0,1341.0,4.0,1355,1.465,1.423,1.337,2.081,2.171,2.039
0,daimajia/AndroidViewAnimations,Java,22.0,297.0,17.0,2260,1.225,1.217,1.23,1.862,1.803,1.773
0,pmndrs/jotai,TypeScript,315.0,12413.0,173.0,362,5.561,5.141,3.824,13.037,9.688,12.271
0,abel533/Mapper,Java,44.0,2114.0,36.0,3148,1.341,1.312,1.244,4.925,4.741,5.171
0,ryanmcdermott/clean-code-javascript,JavaScript,148.0,520.0,106.0,2094,4.747,4.42,3.537,23.107,13.675,25.382464705009152
0,frohoff/ysoserial,Java,50.0,480.0,25.0,2726,2.239,2.157,2.348,2.535,2.319,2.496
0,wangeditor-team/wangEditor,TypeScript,103.0,19263.0,39.0,2969,3.091,2.951,2.231,7.839,5.502,7.876
0,twowaits/SDE-Interview-Questions,Java,88.0,1461.0,68.0,1464,8.437,7.728,5.199,5.678,6.321,4.783
0,direnv/direnv,Go,413.0,2937.0,198.0,4806,8.42,7.728,6.079,4.287,3.295,3.42
0,zo0r/react-native-push-notification,Java,131.0,1688.0,129.0,2092,6.75,6.359,5.361,4.056,3.302,3.052
0,daimajia/NumberProgressBar,Java,11.0,158.0,10.0,1166,1.292,1.307,1.328,1.972,1.744,2.255
0,hakimel/reveal.js,JavaScript,220.0,24413.0,303.0,4626,6.262,5.756,4.63,2.524,2.387,2.625
0,sqlc-dev/sqlc,Go,469.0,17956.0,192.0,681,11.554,10.599,6.989,9.81,8.213,8.829
0,jquery/jquery,JavaScript,450.0,33528.0,292.0,4302,7.957,7.515,5.703,6.239,4.702,6.278
0,leonardomso/33-js-concepts,JavaScript,236.0,1136.0,183.0,1993,6.64,6.099,3.806,6.581,6.073,4.241
0,microsoft/ShaderConductor,C++,11.0,185.0,9.0,1487,2.112,2.028,1.727,2.901,3.016,2.722
0,iamkun/dayjs,JavaScript,303.0,5528.0,318.0,1988,3.861,3.609,2.924,9.593,7.428,8.233
0,FEX-Emu/FEX,C++,456.0,21441.0,27.0,305,4.75,4.449,3.899,16.846,14.162,16.295
0,go-acme/lego,Go,894.0,13816.0,349.0,3192,5.037,4.759,3.946,5.307,4.387,4.195
0,Terry-Mao/goim,Go,72.0,12750.0,32.0,2590,2.786,2.63,2.045,2.678,2.555,2.612
0,charmbracelet/lipgloss,Go,123.0,520.0,24.0,1097,3.603,3.413,2.946,6.309,5.306,6.846
0,parcel-bundler/parcel,JavaScript,536.0,44348.0,401.0,1316,12.770090408345814,11.877419141587875,9.044551169192511,8.211,9.082,7.337
0,segmentio/kafka-go,Go,238.0,2280.0,137.0,1589,10.069,9.626,7.314,5.242,4.944,5.114
0,commaai/opendbc,C++,668.0,2810.0,110.0,2464,4.825,4.847,4.149,14.749,11.83,15.807
0,Blizzard/s2client-api,C++,87.0,11577.0,27.0,688,2.125,2.099,1.96,3.066,3.363,2.875
0,microsoft/WSL-DistroLauncher,C++,32.0,370.0,18.0,2038,2.328,2.343,2.372,2.069,2.093,2.045
0,whid-injector/WHID,C++,9.0,13689.0,11.0,2373,1.491,1.454,1.44,2.45,2.889,2.409
0,vimpunk/mio,C++,26.0,165.0,18.0,1980,2.255,2.153,1.951,3.269,2.516,3.709
0,gokcehan/lf,Go,323.0,1749.0,89.0,2760,1.589,1.563,1.648,14.71,8.38,19.776
0,TheCruZ/kdmapper,C++,12.0,220.0,9.0,1338,1.272,1.249,1.239,2.234,2.198,1.784
0,xtermjs/xterm.js,TypeScript,1983.0,28030.0,276.0,3631,9.785,8.971,5.434,15.519,14.708,17.775
0,mtrebi/memory-allocators,C++,5.0,1137.0,6.0,979,1.406,1.369,1.331,1.573,1.464,1.394
0,fatih/color,Go,55.0,2047.0,33.0,2858,2.597,2.459,2.166,3.296,2.891,3.316
0,felixguendling/cista,C++,119.0,928.0,14.0,1924,1.962,1.883,1.789,7.251,5.216,8.76
0,ustbhuangyi/better-scroll,TypeScript,95.0,18682.0,35.0,1201,3.394,3.322,2.722,5.253,4.65,4.539
0,simeji/jid,Go,54.0,108.0,16.0,2588,1.826,1.748,1.428,4.569,3.781,5.02
0,gulpjs/gulp,JavaScript,352.0,1088.0,220.0,3455,8.309,7.812,5.328,4.258,4.268,4.49
0,microsoft/Pyjion,C++,111.0,1892.0,16.0,1846,1.42,1.387,1.296,5.276,3.13,6.916
